date,C_GR_RLC,company_code,company,ref_price,yesterday_price,open,last,close,low,high,qty_traded,num_trades,value,I
02/01/18,11,725001,ADWYA,5.35,5.35,5.25,5.39,5.39,5.25,5.39,2926,7,15635.5,
02/01/18,11,340005,AMEN BANK,24.35,24.35,24.38,24.0,24.0,24.0,24.38,1519,12,36918.0,
02/01/18,11,730001,ARTES,6.27,6.2,6.27,6.1,6.1,6.09,6.27,35875,67,219020.05,
02/01/18,11,714001,ASSAD,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0,0,,
02/01/18,11,360035,ATB,4.22,4.22,4.15,4.18,4.18,4.15,4.18,3705,7,15465.9,
02/01/18,11,774001,ATELIER MEUBLE INT,2.48,2.48,2.42,2.49,2.49,2.42,2.49,195,3,472.25,
02/01/18,11,470010,ATL,3.17,3.09,3.17,3.09,3.09,3.09,3.17,602,2,1860.34,
02/01/18,11,160015,ATTIJARI BANK,36.0,36.4,36.0,36.6,36.6,35.8,36.6,11307,56,405585.49,
02/01/18,11,661001,ATTIJARI LEASING,17.72,17.72,17.93,17.88,17.88,17.88,17.93,202,4,3617.06,
02/01/18,11,190060,BH,18.0,18.5,18.0,18.48,18.48,17.8,18.48,7108,42,127604.9,
02/01/18,11,180045,BIAT,120.0,122.0,120.0,118.1,118.1,118.0,120.0,2897,39,342446.0,
02/01/18,11,310060,BNA,11.96,11.7,11.96,11.61,11.61,11.61,11.96,13572,24,160551.85,
02/01/18,11,220005,BT,8.05,8.1,8.05,7.81,7.81,7.81,8.05,64695,70,507662.25,
02/01/18,11,759001,CELLCOM,1.89,1.89,1.89,1.89,1.89,1.89,1.89,160,2,302.4,
02/01/18,11,420085,CIL,16.35,16.35,16.35,16.48,16.84,16.35,16.48,844,6,13852.96,+
02/01/18,11,755001,CITY CARS,10.6,10.6,10.6,10.75,10.75,10.6,10.75,7679,14,81442.4,
02/01/18,11,767001,DELICE HOLDING,16.5,16.5,16.11,16.5,16.5,16.01,16.5,6591,9,105611.16,
02/01/18,11,665001,ELECTROSTAR,2.58,2.65,2.58,2.65,2.65,2.58,2.65,487,14,1283.55,+
02/01/18,11,741001,ENNAKL AUTOMOBILES,12.45,12.45,12.6,12.4,12.4,12.35,12.6,3340,15,41425.6,
02/01/18,11,721001,ESSOUKNA,3.69,3.69,3.69,3.69,3.69,3.69,3.69,1500,4,5535.0,
02/01/18,11,757001,EURO-CYCLES,27.0,27.0,26.51,26.5,26.5,26.2,26.89,6586,52,174610.36,
02/01/18,11,713001,GIF-FILTER,1.44,1.44,1.46,1.48,1.48,1.42,1.48,4894,20,7039.95,
02/01/18,11,731013,HANNIBAL LEASE,8.3,8.3,8.06,8.06,8.06,8.06,8.06,1,1,8.06,
02/01/18,11,644001,MAGASIN GENERAL,39.5,39.5,38.6,38.6,38.6,38.6,38.6,50,1,1930.0,
02/01/18,11,100010,MONOPRIX,11.39,11.4,11.39,11.6,11.6,11.39,11.6,1980,10,22766.6,
02/01/18,11,762001,MPBS,3.15,3.06,3.15,3.12,3.12,3.06,3.15,2717,6,8420.55,
02/01/18,11,753001,ONE TECH HOLDING,13.36,13.34,13.36,13.2,13.2,13.2,13.38,3707,24,48994.04,
02/01/18,11,570001,POULINA GP HOLDING,10.3,10.3,10.6,10.91,10.91,10.6,10.91,1236,15,13210.82,
02/01/18,11,761001,SAH,15.8,15.95,15.8,15.51,15.51,15.35,15.8,10090,42,156553.13,
02/01/18,11,110025,SFBT,19.8,19.8,19.8,19.4,19.4,19.22,19.8,27029,132,523805.54,
02/01/18,11,659001,SIAME,2.44,2.41,2.44,2.37,2.37,2.37,2.44,9516,10,22599.58,-
02/01/18,11,400005,SIMPAR,42.8,42.8,42.8,42.8,42.8,42.8,42.8,200,2,8560.0,
02/01/18,11,718001,SITS,2.38,2.38,2.35,2.35,2.35,2.35,2.35,5000,4,11750.0,
02/01/18,11,678001,SOMOCER,1.13,1.11,1.13,1.16,1.16,1.11,1.16,23630,80,26979.44,
02/01/18,11,729001,SOPAT,0.74,0.74,0.74,0.74,0.74,0.74,0.74,1050,7,777.0,
02/01/18,11,653001,SOTETEL,2.74,2.74,2.66,2.81,2.81,2.66,2.81,5315,14,14825.47,
02/01/18,11,763001,SOTIPAPIER,3.48,3.48,3.48,3.52,3.52,3.48,3.52,2656,15,9283.25,
02/01/18,11,666001,SOTRAPIL,10.55,10.55,10.54,10.7,10.7,10.5,10.7,3252,20,34354.69,
02/01/18,11,658001,SOTUMAG,1.98,1.95,1.98,1.93,1.93,1.93,1.98,6790,21,13247.26,
02/01/18,11,656001,SOTUVER,5.14,5.18,5.14,4.94,4.94,4.94,5.14,14301,29,71399.2,
02/01/18,11,606001,STAR,100.0,100.0,97.4,98.0,98.0,97.4,98.0,410,6,40174.0,
02/01/18,11,260095,STB,3.59,3.59,3.69,3.69,3.69,3.69,3.69,21,1,77.49,
02/01/18,11,744001,TELNET HOLDING,5.99,5.95,5.99,5.86,5.86,5.83,5.99,2502,11,14828.37,
02/01/18,11,727001,TPR,3.7,3.7,3.54,3.48,3.48,3.48,3.68,29264,78,103269.43,-
02/01/18,11,738001,TUNIS RE,8.4,8.38,8.4,8.4,8.4,8.25,8.4,8718,40,73110.64,
02/01/18,11,120040,TUNISAIR,0.44,0.43,0.44,0.43,0.43,0.42,0.44,8001,18,3441.43,
02/01/18,11,769001,UADH,2.45,2.46,2.45,2.45,2.45,2.45,2.45,636,5,1558.2,
02/01/18,11,390010,UIB,22.59,22.59,22.59,22.01,22.01,22.01,22.59,4173,19,92334.27,
02/01/18,11,772001,UNIMED,7.85,7.85,0.0,0.0,7.85,0.0,0.0,0,0,,
02/01/18,11,720001,WIFACK INT BANK,7.5,7.33,7.5,7.43,7.43,7.33,7.5,1251,10,9334.1,
02/01/18,12,230035,AIR LIQUDE TSIE,89.0,89.0,0.0,0.0,89.0,0.0,0.0,0,0,,
02/01/18,12,380070,ALKIMIA,46.35,46.35,0.0,0.0,46.35,0.0,0.0,0,0,,
02/01/18,12,655001,ASSURANCES SALIM,33.5,33.5,0.0,0.0,33.5,0.0,0.0,0,0,,
02/01/18,12,300045,ASTREE,34.0,34.0,0.0,0.0,34.0,0.0,0.0,0,0,,
02/01/18,12,758001,BEST LEASE,1.9,1.9,0.0,0.0,1.9,0.0,0.0,0,0,,
02/01/18,12,130055,BTE (ADP),17.24,17.24,17.24,17.21,17.21,17.21,17.24,502,2,8648.54,
02/01/18,12,735001,CIMENTS DE BIZERTE,2.49,2.49,2.49,2.5,2.5,2.49,2.5,790,4,1967.6,
02/01/18,12,330090,ELBENE INDUSTRIE,3.58,3.58,0.0,0.0,3.58,0.0,0.0,0,0,,
02/01/18,12,320075,ICF,28.13,28.13,0.0,0.0,28.13,0.0,0.0,0,0,,
02/01/18,12,672004,MODERN LEASING,3.86,3.86,0.0,0.0,3.86,0.0,0.0,0,0,,
02/01/18,12,250065,PLAC. TSIE-SICAF,40.71,40.71,0.0,0.0,40.71,0.0,0.0,0,0,,
02/01/18,12,667001,SIPHAT,5.3,5.3,0.0,0.0,5.3,0.0,0.0,0,0,,
02/01/18,12,140070,SPDIT - SICAF,8.2,8.2,0.0,0.0,8.2,0.0,0.0,0,0,,
02/01/18,12,664001,STEQ,7.62,7.62,0.0,0.0,7.62,0.0,0.0,0,0,,
02/01/18,12,410020,TUNINVEST-SICAR,6.5,6.5,0.0,0.0,6.5,0.0,0.0,0,0,,
02/01/18,12,240050,UBCI,24.81,24.81,0.0,0.0,24.81,0.0,0.0,0,0,,
02/01/18,13,768001,ASS MULTI ITTIHAD,8.5,8.69,8.5,8.42,8.25,8.42,8.5,2023,19,17071.66,-
02/01/18,13,430030,SITEX,6.25,6.25,0.0,0.0,6.25,0.0,0.0,0,0,,
02/01/18,13,617001,STE TUN. DU SUCRE,7.1,7.1,0.0,0.0,7.1,0.0,0.0,0,0,,
02/01/18,33,768004,AMI DA 1/4 110817,2.17,1.87,0.0,0.0,2.17,0.0,0.0,0,0,,
02/01/18,51,150085,AMS,1.16,1.16,1.13,1.18,1.18,1.13,1.18,2987,9,3405.32,
02/01/18,51,740001,CARTHAGE CEMENT,2.34,2.32,2.34,2.33,2.33,2.33,2.37,22509,56,52714.65,
02/01/18,51,764001,CEREALIS,4.11,4.11,4.05,4.05,4.05,4.05,4.05,10000,14,40500.0,
02/01/18,51,749001,HEXABYTE,5.29,5.29,5.28,5.28,5.28,5.28,5.28,286,3,1510.08,
02/01/18,51,751001,LAND OR,7.5,7.45,7.5,7.5,7.5,7.5,7.5,8,2,60.0,
02/01/18,51,754001,NEW BODY LINE,4.97,4.99,4.97,4.95,4.95,4.83,4.97,1562,10,7739.56,
02/01/18,51,770001,OFFICEPLAST,3.34,3.34,3.31,3.2,3.2,3.2,3.44,7632,29,24808.93,
02/01/18,51,734001,SERVICOM,1.59,1.61,1.59,1.55,1.52,1.55,1.59,3310,8,5190.5,-
02/01/18,51,765001,TAWASOL GP HOLDING,0.37,0.37,0.36,0.38,0.38,0.36,0.38,37753,45,13865.56,
02/01/18,52,750001,AETECH,0.49,0.49,0.0,0.0,0.51,0.0,0.0,0,0,,+
02/01/18,52,766001,MAGHREB INTERN PUB,0.96,0.96,0.0,0.0,0.96,0.0,0.0,0,0,,
02/01/18,52,773001,SANIMED,4.28,4.28,0.0,0.0,4.28,0.0,0.0,0,0,,
02/01/18,52,760001,SOTEMAIL,2.49,2.49,0.0,0.0,2.49,0.0,0.0,0,0,,
02/01/18,99,503001,STIP,1.06,1.06,0.0,0.0,1.06,0.0,0.0,0,0,,
03/01/18,11,725001,ADWYA,5.39,5.39,5.38,5.35,5.35,5.35,5.39,2395,24,12872.65,
03/01/18,11,340005,AMEN BANK,23.99,24.0,23.99,23.99,23.99,23.7,24.0,530,10,12690.82,
03/01/18,11,730001,ARTES,6.1,6.1,6.1,6.25,6.25,6.1,6.26,8509,22,52504.33,
03/01/18,11,714001,ASSAD,8.83,9.0,8.83,8.99,8.99,8.83,8.99,627,9,5537.82,
03/01/18,11,360035,ATB,4.15,4.18,4.15,4.15,4.15,4.15,4.15,543,4,2253.45,
03/01/18,11,774001,ATELIER MEUBLE INT,2.49,2.49,0.0,0.0,2.49,0.0,0.0,0,0,,
03/01/18,11,470010,ATL,3.09,3.09,3.09,3.09,3.09,3.09,3.1,1458,6,4511.02,
03/01/18,11,160015,ATTIJARI BANK,36.0,36.6,36.0,36.15,36.15,36.0,36.15,6766,38,243670.93,
03/01/18,11,661001,ATTIJARI LEASING,17.88,17.88,17.71,17.71,17.71,17.71,17.71,216,3,3825.36,
03/01/18,11,190060,BH,18.48,18.48,18.45,18.43,18.43,18.43,18.45,681,6,12556.75,
03/01/18,11,180045,BIAT,118.0,118.1,118.0,120.0,120.0,117.4,120.0,965,17,113869.4,
03/01/18,11,310060,BNA,11.61,11.61,11.79,11.7,11.7,11.51,11.79,901,13,10416.92,
03/01/18,11,220005,BT,7.82,7.81,7.82,7.82,7.82,7.8,7.82,17104,25,133683.1,
03/01/18,11,759001,CELLCOM,1.9,1.89,1.9,1.9,1.9,1.9,1.9,20,1,38.0,
03/01/18,11,420085,CIL,16.84,16.84,17.0,17.3,17.3,16.4,17.3,401,10,6777.14,
03/01/18,11,755001,CITY CARS,10.75,10.75,11.07,11.07,11.07,11.0,11.07,4839,11,53534.23,
03/01/18,11,767001,DELICE HOLDING,16.5,16.5,16.69,16.5,16.5,16.5,16.7,42330,9,698629.4,
03/01/18,11,665001,ELECTROSTAR,2.7,2.65,2.7,2.67,2.67,2.67,2.7,310,6,828.45,
03/01/18,11,741001,ENNAKL AUTOMOBILES,12.4,12.4,12.65,12.6,12.6,12.5,12.65,405,8,5087.0,
03/01/18,11,721001,ESSOUKNA,3.69,3.69,3.65,3.65,3.65,3.65,3.65,210,2,766.5,
03/01/18,11,757001,EURO-CYCLES,26.5,26.5,26.5,27.5,27.5,26.5,27.5,2389,54,64360.75,
03/01/18,11,713001,GIF-FILTER,1.48,1.48,1.48,1.44,1.44,1.44,1.48,4991,33,7198.62,
03/01/18,11,731013,HANNIBAL LEASE,8.06,8.06,0.0,0.0,8.06,0.0,0.0,0,0,,
03/01/18,11,644001,MAGASIN GENERAL,38.6,38.6,39.0,39.0,39.0,39.0,39.0,100,1,3900.0,
03/01/18,11,100010,MONOPRIX,11.59,11.6,11.59,11.6,11.6,11.3,11.6,1606,14,18612.9,
03/01/18,11,762001,MPBS,3.12,3.12,3.03,3.03,3.03,3.03,3.03,65,1,196.95,
03/01/18,11,753001,ONE TECH HOLDING,13.38,13.2,13.38,13.78,13.78,13.2,13.78,2555,34,34456.94,
03/01/18,11,570001,POULINA GP HOLDING,10.91,10.91,10.91,11.49,11.49,10.91,11.5,3589,27,40385.43,
03/01/18,11,761001,SAH,15.5,15.51,15.5,15.65,15.65,15.5,15.8,3578,34,55767.8,
03/01/18,11,110025,SFBT,19.31,19.4,19.31,19.88,19.88,19.31,19.88,5413,65,105456.01,
03/01/18,11,659001,SIAME,2.37,2.37,2.31,2.3,2.3,2.3,2.31,1047,9,2408.23,
03/01/18,11,400005,SIMPAR,42.8,42.8,43.0,43.99,43.99,43.0,43.99,379,8,16464.61,
03/01/18,11,718001,SITS,2.35,2.35,2.35,2.35,2.35,2.3,2.35,1249,6,2917.2,
03/01/18,11,678001,SOMOCER,1.16,1.16,1.16,1.2,1.2,1.16,1.21,64166,115,76281.11,
03/01/18,11,729001,SOPAT,0.74,0.74,0.72,0.74,0.74,0.72,0.74,7545,17,5438.82,
03/01/18,11,653001,SOTETEL,2.81,2.81,2.82,2.82,2.82,2.82,2.82,660,5,1861.2,
03/01/18,11,763001,SOTIPAPIER,3.52,3.52,3.42,3.5,3.5,3.42,3.5,155,10,539.62,
03/01/18,11,666001,SOTRAPIL,10.7,10.7,10.7,10.71,10.71,10.69,10.71,2505,16,26802.43,
03/01/18,11,658001,SOTUMAG,1.97,1.93,1.97,1.95,1.95,1.92,1.97,19948,28,38484.46,
03/01/18,11,656001,SOTUVER,4.94,4.94,4.9,4.8,4.8,4.8,4.9,4544,21,21858.2,
03/01/18,11,606001,STAR,98.0,98.0,98.0,100.0,100.0,98.0,100.0,31,4,3040.0,
03/01/18,11,260095,STB,3.69,3.69,3.69,3.72,3.72,3.69,3.72,1500,8,5561.09,
03/01/18,11,744001,TELNET HOLDING,5.86,5.86,5.86,5.94,5.94,5.85,5.95,16784,41,98402.04,
03/01/18,11,727001,TPR,3.5,3.48,3.5,3.4,3.4,3.4,3.5,11334,25,39535.6,
03/01/18,11,738001,TUNIS RE,8.4,8.4,8.4,8.25,8.25,8.2,8.4,7258,21,60039.03,
03/01/18,11,120040,TUNISAIR,0.43,0.43,0.43,0.42,0.42,0.42,0.43,24678,38,10427.04,
03/01/18,11,769001,UADH,2.45,2.45,2.45,2.46,2.46,2.45,2.46,2020,4,4949.2,
03/01/18,11,390010,UIB,22.01,22.01,22.2,22.1,22.1,22.01,22.2,6147,27,135482.97,
03/01/18,11,772001,UNIMED,7.85,7.85,7.85,8.0,8.0,7.84,8.0,1557,17,12275.35,
03/01/18,11,720001,WIFACK INT BANK,7.43,7.43,7.41,7.41,7.41,7.41,7.41,782,1,5794.62,
03/01/18,12,230035,AIR LIQUDE TSIE,89.0,89.0,89.0,89.0,89.0,89.0,89.0,31,3,2759.0,
03/01/18,12,380070,ALKIMIA,46.35,46.35,0.0,0.0,46.35,0.0,0.0,0,0,,
03/01/18,12,655001,ASSURANCES SALIM,33.5,33.5,0.0,0.0,33.5,0.0,0.0,0,0,,
03/01/18,12,300045,ASTREE,34.0,34.0,0.0,0.0,34.0,0.0,0.0,0,0,,
03/01/18,12,758001,BEST LEASE,1.85,1.9,1.85,1.85,1.85,1.85,1.85,50,1,92.5,
03/01/18,12,130055,BTE (ADP),16.79,17.21,16.79,16.8,16.8,16.79,16.8,1101,7,18492.78,
03/01/18,12,735001,CIMENTS DE BIZERTE,2.49,2.5,2.49,2.49,2.49,2.49,2.49,1426,3,3550.74,
03/01/18,12,330090,ELBENE INDUSTRIE,3.58,3.58,0.0,0.0,3.58,0.0,0.0,0,0,,
03/01/18,12,320075,ICF,28.13,28.13,28.21,28.21,28.21,28.21,28.21,40,1,1128.4,
03/01/18,12,672004,MODERN LEASING,3.86,3.86,3.86,3.86,3.86,3.86,3.86,125,1,482.5,
03/01/18,12,250065,PLAC. TSIE-SICAF,40.71,40.71,0.0,0.0,40.71,0.0,0.0,0,0,,
03/01/18,12,667001,SIPHAT,5.15,5.3,5.15,5.15,5.15,5.15,5.15,1,1,5.15,
03/01/18,12,140070,SPDIT - SICAF,8.1,8.2,8.1,8.1,8.1,8.1,8.1,67,1,542.7,
03/01/18,12,664001,STEQ,7.62,7.62,0.0,0.0,7.62,0.0,0.0,0,0,,
03/01/18,12,410020,TUNINVEST-SICAR,6.5,6.5,6.5,6.5,6.5,6.5,6.5,550,1,3575.0,
03/01/18,12,240050,UBCI,24.81,24.81,0.0,0.0,24.81,0.0,0.0,0,0,,
03/01/18,13,768001,ASS MULTI ITTIHAD,8.01,8.25,8.01,8.0,8.0,8.0,8.02,6225,53,49856.62,
03/01/18,13,430030,SITEX,6.25,6.25,0.0,0.0,6.25,0.0,0.0,0,0,,
03/01/18,13,617001,STE TUN. DU SUCRE,7.1,7.1,0.0,0.0,7.1,0.0,0.0,0,0,,
03/01/18,33,768004,AMI DA 1/4 110817,2.06,1.87,1.87,1.87,1.87,1.87,1.87,2,1,3.74,
03/01/18,51,150085,AMS,1.15,1.18,1.15,1.15,1.15,1.15,1.15,2991,20,3439.65,
03/01/18,51,740001,CARTHAGE CEMENT,2.3,2.33,2.3,2.31,2.31,2.3,2.33,18958,65,43703.05,
03/01/18,51,764001,CEREALIS,4.05,4.05,4.01,3.97,3.97,3.97,4.02,26319,31,105565.6,
03/01/18,51,749001,HEXABYTE,5.28,5.28,5.28,5.29,5.29,5.28,5.29,253,2,1338.22,
03/01/18,51,751001,LAND OR,7.5,7.5,7.17,7.25,7.25,7.17,7.3,525,11,3786.25,
03/01/18,51,754001,NEW BODY LINE,4.95,4.95,4.94,4.9,4.9,4.81,4.95,845,5,4125.63,
03/01/18,51,770001,OFFICEPLAST,3.19,3.2,3.19,3.07,3.05,3.05,3.2,43475,24,138145.0,-
03/01/18,51,734001,SERVICOM,1.52,1.52,1.46,1.5,1.5,1.46,1.56,184919,193,274235.48,
03/01/18,51,765001,TAWASOL GP HOLDING,0.38,0.38,0.38,0.37,0.37,0.37,0.38,61588,56,22945.49,
03/01/18,52,750001,AETECH,0.51,0.51,0.52,0.52,0.53,0.52,0.52,556,5,289.12,+
03/01/18,52,766001,MAGHREB INTERN PUB,0.96,0.96,0.0,0.0,0.96,0.0,0.0,0,0,,
03/01/18,52,773001,SANIMED,4.28,4.28,4.27,4.27,4.27,4.27,4.27,600,2,2562.0,
03/01/18,52,760001,SOTEMAIL,2.49,2.49,0.0,0.0,2.49,0.0,0.0,0,0,,
03/01/18,99,503001,STIP,1.06,1.06,0.0,0.0,1.06,0.0,0.0,0,0,,
04/01/18,11,725001,ADWYA,5.35,5.35,5.31,5.55,5.55,5.31,5.55,24205,80,132879.21,
04/01/18,11,340005,AMEN BANK,23.99,23.99,23.99,23.9,23.9,23.4,23.99,440,10,10448.2,
04/01/18,11,730001,ARTES,6.25,6.25,6.25,6.26,6.26,6.19,6.26,1276,9,7962.76,
04/01/18,11,714001,ASSAD,8.85,8.99,8.85,9.09,9.09,8.85,9.11,8593,46,77735.14,
04/01/18,11,360035,ATB,4.2,4.15,4.2,4.17,4.17,4.1,4.2,16841,18,69391.29,
04/01/18,11,774001,ATELIER MEUBLE INT,2.49,2.49,2.43,2.48,2.48,2.43,2.48,10763,26,26165.04,
04/01/18,11,470010,ATL,3.09,3.09,3.1,3.1,3.1,3.1,3.1,700,3,2170.0,
04/01/18,11,160015,ATTIJARI BANK,36.16,36.15,36.16,36.47,36.47,36.16,36.5,1787,31,64802.43,
04/01/18,11,661001,ATTIJARI LEASING,17.89,17.71,17.89,17.76,17.76,17.75,17.89,689,9,12235.83,
04/01/18,11,190060,BH,18.43,18.43,18.01,18.0,18.0,17.88,18.44,4967,41,90406.95,
04/01/18,11,180045,BIAT,120.0,120.0,120.0,118.5,118.5,118.08,120.0,720,15,85401.76,
04/01/18,11,310060,BNA,11.7,11.7,11.52,11.69,11.69,11.52,11.69,2302,11,26757.62,
04/01/18,11,220005,BT,7.82,7.82,7.82,7.82,7.82,7.81,7.99,27736,48,216937.0,
04/01/18,11,759001,CELLCOM,1.9,1.9,1.88,1.89,1.89,1.88,1.89,1153,6,2173.67,
04/01/18,11,420085,CIL,17.78,17.3,17.78,17.78,17.78,17.78,17.78,507,5,9014.46,
04/01/18,11,755001,CITY CARS,11.07,11.07,11.5,11.0,11.0,11.0,11.5,510,7,5752.6,
04/01/18,11,767001,DELICE HOLDING,16.5,16.5,16.98,16.98,16.98,16.5,16.98,1382,9,23359.02,
04/01/18,11,665001,ELECTROSTAR,2.7,2.67,2.7,2.63,2.63,2.62,2.75,1825,23,4882.88,
04/01/18,11,741001,ENNAKL AUTOMOBILES,12.6,12.6,12.6,12.5,12.5,12.5,12.6,435,6,5460.98,
04/01/18,11,721001,ESSOUKNA,3.65,3.65,3.64,3.74,3.74,3.64,3.75,375,6,1372.2,
04/01/18,11,757001,EURO-CYCLES,28.0,27.5,28.0,28.49,28.49,28.0,28.79,11560,110,326278.21,
04/01/18,11,713001,GIF-FILTER,1.44,1.44,1.44,1.48,1.48,1.42,1.48,18567,38,26865.45,
04/01/18,11,731013,HANNIBAL LEASE,8.06,8.06,8.2,8.09,8.09,8.09,8.2,6080,2,49187.31,
04/01/18,11,644001,MAGASIN GENERAL,39.0,39.0,38.5,39.0,39.0,38.5,39.0,741,6,28724.0,
04/01/18,11,100010,MONOPRIX,11.6,11.6,11.44,11.5,11.5,11.27,11.5,3876,16,44336.23,
04/01/18,11,762001,MPBS,3.03,3.03,3.03,3.1,3.1,3.03,3.1,6349,8,19632.9,
04/01/18,11,753001,ONE TECH HOLDING,13.78,13.78,13.8,13.6,13.6,13.42,13.8,12203,49,165034.48,
04/01/18,11,570001,POULINA GP HOLDING,11.49,11.49,11.49,11.32,11.32,11.32,11.49,407,7,4623.39,
04/01/18,11,761001,SAH,15.7,15.65,15.7,15.79,15.79,15.7,15.88,3324,24,52221.96,
04/01/18,11,110025,SFBT,19.88,19.88,19.88,19.78,19.78,19.6,19.88,4334,42,85754.16,
04/01/18,11,659001,SIAME,2.36,2.3,2.36,2.29,2.29,2.29,2.36,1175,3,2692.5,
04/01/18,11,400005,SIMPAR,43.99,43.99,43.7,43.5,43.5,43.5,44.32,370,8,16144.23,
04/01/18,11,718001,SITS,2.4,2.35,2.4,2.46,2.46,2.35,2.47,9408,21,22584.91,
04/01/18,11,678001,SOMOCER,1.22,1.2,1.22,1.23,1.23,1.22,1.26,78239,159,97061.02,
04/01/18,11,729001,SOPAT,0.74,0.74,0.74,0.76,0.76,0.74,0.76,23446,26,17357.76,
04/01/18,11,653001,SOTETEL,2.89,2.82,2.89,2.88,2.88,2.88,2.89,7152,3,20597.78,
04/01/18,11,763001,SOTIPAPIER,3.5,3.5,3.5,3.49,3.49,3.4,3.5,6284,18,21544.44,
04/01/18,11,666001,SOTRAPIL,10.71,10.71,10.89,10.9,10.9,10.75,10.9,1958,14,21168.46,
04/01/18,11,658001,SOTUMAG,1.96,1.95,1.96,1.95,1.95,1.92,1.96,561,7,1099.42,
04/01/18,11,656001,SOTUVER,4.8,4.8,4.8,4.66,4.66,4.66,4.8,13549,57,64302.76,
04/01/18,11,606001,STAR,98.0,100.0,98.0,99.98,99.98,97.16,99.98,153,11,14894.59,
04/01/18,11,260095,STB,3.72,3.72,3.7,3.7,3.7,3.7,3.7,500,2,1850.0,
04/01/18,11,744001,TELNET HOLDING,5.94,5.94,5.94,6.1,6.1,5.94,6.11,64814,105,392537.68,
04/01/18,11,727001,TPR,3.39,3.4,3.39,3.29,3.29,3.29,3.39,15991,66,53402.66,
04/01/18,11,738001,TUNIS RE,8.34,8.25,8.34,8.5,8.5,8.3,8.5,19902,54,167746.32,
04/01/18,11,120040,TUNISAIR,0.42,0.42,0.42,0.43,0.43,0.41,0.43,10565,23,4443.75,
04/01/18,11,769001,UADH,2.46,2.46,2.54,2.6,2.6,2.54,2.6,594,7,1520.76,
04/01/18,11,390010,UIB,22.1,22.1,22.1,22.0,22.0,22.0,22.1,8510,43,187283.58,
04/01/18,11,772001,UNIMED,8.0,8.0,7.99,7.98,7.98,7.76,7.99,1614,12,12812.25,
04/01/18,11,720001,WIFACK INT BANK,7.41,7.41,7.2,7.19,7.19,7.19,7.2,793,3,5701.72,
04/01/18,12,230035,AIR LIQUDE TSIE,87.0,89.0,87.0,88.0,88.0,87.0,88.0,44,4,3865.0,
04/01/18,12,380070,ALKIMIA,46.35,46.35,0.0,0.0,44.96,0.0,0.0,0,0,,-
04/01/18,12,655001,ASSURANCES SALIM,33.5,33.5,0.0,0.0,33.5,0.0,0.0,0,0,,
04/01/18,12,300045,ASTREE,34.0,34.0,34.0,34.0,34.0,34.0,34.0,1,1,34.0,
04/01/18,12,758001,BEST LEASE,1.89,1.85,1.89,1.89,1.89,1.89,1.89,200,1,378.0,
04/01/18,12,130055,BTE (ADP),16.8,16.8,16.81,16.81,16.81,16.81,16.81,500,2,8405.0,
04/01/18,12,735001,CIMENTS DE BIZERTE,2.49,2.49,0.0,0.0,2.49,0.0,0.0,0,0,,
04/01/18,12,330090,ELBENE INDUSTRIE,3.58,3.58,0.0,0.0,3.58,0.0,0.0,0,0,,
04/01/18,12,320075,ICF,29.0,28.21,29.0,29.0,29.0,29.0,29.0,36,2,1044.0,
04/01/18,12,672004,MODERN LEASING,3.86,3.86,0.0,0.0,3.86,0.0,0.0,0,0,,
04/01/18,12,250065,PLAC. TSIE-SICAF,40.71,40.71,0.0,0.0,40.71,0.0,0.0,0,0,,
04/01/18,12,667001,SIPHAT,5.11,5.15,5.11,5.11,5.11,5.11,5.11,1,1,5.11,
04/01/18,12,140070,SPDIT - SICAF,8.1,8.1,0.0,0.0,8.1,0.0,0.0,0,0,,
04/01/18,12,664001,STEQ,7.62,7.62,0.0,0.0,7.62,0.0,0.0,0,0,,
04/01/18,12,410020,TUNINVEST-SICAR,6.5,6.5,0.0,0.0,6.5,0.0,0.0,0,0,,
04/01/18,12,240050,UBCI,24.81,24.81,0.0,0.0,24.81,0.0,0.0,0,0,,
04/01/18,13,768001,ASS MULTI ITTIHAD,8.0,8.0,0.0,0.0,7.64,0.0,0.0,0,0,,-
04/01/18,13,430030,SITEX,6.25,6.25,0.0,0.0,6.25,0.0,0.0,0,0,,
04/01/18,13,617001,STE TUN. DU SUCRE,7.1,7.1,0.0,0.0,7.1,0.0,0.0,0,0,,
04/01/18,33,768004,AMI DA 1/4 110817,2.0,1.87,1.87,1.87,1.87,1.87,1.87,2,1,3.74,
04/01/18,51,150085,AMS,1.15,1.15,1.13,1.15,1.15,1.13,1.15,730,9,827.26,
04/01/18,51,740001,CARTHAGE CEMENT,2.3,2.31,2.3,2.3,2.3,2.27,2.33,41849,117,95535.79,
04/01/18,51,764001,CEREALIS,4.0,3.97,4.0,4.08,4.08,4.0,4.1,16165,22,64984.56,
04/01/18,51,749001,HEXABYTE,5.29,5.29,5.14,5.14,5.14,5.14,5.14,771,2,3962.94,
04/01/18,51,751001,LAND OR,7.25,7.25,7.08,7.4,7.4,7.07,7.4,3845,32,28093.19,
04/01/18,51,754001,NEW BODY LINE,4.9,4.9,4.89,4.76,4.76,4.76,4.89,2335,10,11312.65,
04/01/18,51,770001,OFFICEPLAST,3.0,3.05,3.0,2.87,2.87,2.87,3.0,15983,10,45953.71,-
